plot_name,latitude,longitude,commodity,annual_spend_eur,plot_geojson,plot_area_ha,region,country,irrigation_status
LoBue - Nile Delta Citrus Plot 036,31.014561,31.259974,Citrus,1492000,"{""type"":""Polygon"",""coordinates"":[[[31.259974,31.014561],[31.262225,31.014561],[31.262225,31.017068],[31.259974,31.017068],[31.259974,31.014561]]]}",,Nile Delta,EG,mixed
Indian River - Nile Delta Citrus Plot 037,30.960658,30.93441,Citrus,605000,,3.84,Nile Delta,EG,irrigated
Citrosuco - Nile Delta Citrus Plot 038,30.275264,31.497432,Citrus,946000,,0.82,Nile Delta,EG,irrigated
Citrosuco - Mpumalanga Citrus Plot 039,-24.802915,31.037757,Citrus,679000,,0.82,Mpumalanga,ZA,irrigated
Cutrale - Nile Delta Citrus Plot 040,30.288726,30.993292,Citrus,643000,,3.5,Nile Delta,EG,irrigated
AMC Group - Florida Citrus Plot 041,27.138194,-81.241893,Citrus,848000,,0.7,Florida,US,irrigated
AMC Group - Sao Paulo Citrus Plot 042,-21.165084,-48.838153,Citrus,785000,"{""type"":""Polygon"",""coordinates"":[[[-48.838153,-21.165084],[-48.832913,-21.165084],[-48.832913,-21.161417],[-48.838153,-21.161417],[-48.838153,-21.165084]]]}",,Sao Paulo,BR,irrigated
LoBue - Nile Delta Citrus Plot 043,30.529942,31.494468,Citrus,1139000,,0.39,Nile Delta,EG,irrigated
AMC Group - Florida Citrus Plot 044,27.317964,-81.634093,Citrus,1329000,,2.04,Florida,US,irrigated
Cutrale - Florida Citrus Plot 045,27.880334,-81.766723,Citrus,850000,,0.89,Florida,US,irrigated
Cutrale - Nile Delta Citrus Plot 046,30.235082,30.582857,Citrus,682000,,2.48,Nile Delta,EG,irrigated
Deoleo - Jaen Olive oil Plot 001,38.070301,-3.923498,Olive oil,748000,,1.13,Jaen,ES,rain_fed
CHO - Sfax Olive oil Plot 002,34.968624,9.646403,Olive oil,534000,"{""type"":""Polygon"",""coordinates"":[[[9.646403,34.968624],[9.651023,34.968624],[9.651023,34.973157],[9.646403,34.973157],[9.646403,34.968624]]]}",,Sfax,TN,mixed
Terra Creta - Sfax Olive oil Plot 003,35.149564,9.586211,Olive oil,832000,,0.36,Sfax,TN,mixed
Sovena - Alentejo Olive oil Plot 004,38.88119,-7.60472,Olive oil,990000,,2.93,Alentejo,PT,irrigated
Terra Creta - Jaen Olive oil Plot 005,37.397295,-4.319583,Olive oil,398000,,1.07,Jaen,ES,irrigated
Sovena - Peloponnese Olive oil Plot 006,37.148143,22.275759,Olive oil,1022000,,0.53,Peloponnese,GR,irrigated
Sovena - Sfax Olive oil Plot 007,35.216903,10.473959,Olive oil,788000,,2.93,Sfax,TN,rain_fed
Sovena - Peloponnese Olive oil Plot 008,37.714856,22.394566,Olive oil,1203000,"{""type"":""Polygon"",""coordinates"":[[[22.394566,37.714856],[22.401476,37.714856],[22.401476,37.721389],[22.394566,37.721389],[22.394566,37.714856]]]}",,Peloponnese,GR,irrigated
Sovena - Peloponnese Olive oil Plot 009,37.693772,22.345641,Olive oil,556000,,0.39,Peloponnese,GR,rain_fed
Sovena - Peloponnese Olive oil Plot 010,37.678909,21.509614,Olive oil,370000,,3.17,Peloponnese,GR,mixed
Borges - Peloponnese Olive oil Plot 011,36.83782,21.540267,Olive oil,284000,,1.13,Peloponnese,GR,irrigated
CHO - Sfax Olive oil Plot 012,35.553916,9.483485,Olive oil,282000,,1.1,Sfax,TN,rain_fed
Deoleo - Alentejo Olive oil Plot 013,38.682245,-7.872718,Olive oil,145000,,1.97,Alentejo,PT,mixed
Deoleo - Alentejo Olive oil Plot 014,38.959017,-8.257748,Olive oil,1186000,"{""type"":""Polygon"",""coordinates"":[[[-8.257748,38.959017],[-8.248372,38.959017],[-8.248372,38.964835],[-8.257748,38.964835],[-8.257748,38.959017]]]}",,Alentejo,PT,irrigated
CHO - Sfax Olive oil Plot 015,35.789224,9.530023,Olive oil,259000,,0.73,Sfax,TN,mixed
Sovena - Jaen Olive oil Plot 016,37.857485,-3.600513,Olive oil,301000,,2.06,Jaen,ES,rain_fed
CHO - Alentejo Olive oil Plot 017,38.268783,-7.981239,Olive oil,591000,,1.24,Alentejo,PT,mixed
Borges - Alentejo Olive oil Plot 018,38.26694,-7.649196,Olive oil,1224000,,0.53,Alentejo,PT,rain_fed
Deoleo - Puglia Olive oil Plot 019,41.33488,16.863716,Olive oil,678000,,3.46,Puglia,IT,rain_fed
Deoleo - Puglia Olive oil Plot 020,40.847869,17.517606,Olive oil,777000,"{""type"":""Polygon"",""coordinates"":[[[17.517606,40.847869],[17.525872,40.847869],[17.525872,40.855532],[17.517606,40.855532],[17.517606,40.847869]]]}",,Puglia,IT,irrigated
Terra Creta - Sfax Olive oil Plot 021,35.152231,10.203734,Olive oil,501000,,2.81,Sfax,TN,rain_fed
Deoleo - Puglia Olive oil Plot 022,40.645186,17.454675,Olive oil,77000,,1.56,Puglia,IT,irrigated
CHO - Jaen Olive oil Plot 023,37.996386,-3.930413,Olive oil,413000,,0.33,Jaen,ES,irrigated
Sovena - Alentejo Olive oil Plot 024,38.086919,-7.558238,Olive oil,1149000,,3.31,Alentejo,PT,irrigated
CHO - Alentejo Olive oil Plot 025,38.170311,-8.292913,Olive oil,860000,,2.97,Alentejo,PT,irrigated
Borges - Jaen Olive oil Plot 026,38.046451,-3.774436,Olive oil,538000,"{""type"":""Polygon"",""coordinates"":[[[-3.774436,38.046451],[-3.766555,38.046451],[-3.766555,38.052973],[-3.774436,38.052973],[-3.774436,38.046451]]]}",,Jaen,ES,rain_fed
Sovena - Jaen Olive oil Plot 027,37.334004,-3.435219,Olive oil,998000,,1.49,Jaen,ES,rain_fed
Terra Creta - Jaen Olive oil Plot 028,37.635658,-4.150451,Olive oil,146000,,2.97,Jaen,ES,rain_fed
Sovena - Sfax Olive oil Plot 029,35.203777,9.704751,Olive oil,1169000,,0.93,Sfax,TN,rain_fed
Deoleo - Puglia Olive oil Plot 030,40.725357,16.484594,Olive oil,295000,,1.56,Puglia,IT,rain_fed
CHO - Puglia Olive oil Plot 031,40.503319,17.452386,Olive oil,923000,,2.84,Puglia,IT,mixed
CHO - Puglia Olive oil Plot 032,41.095439,17.158267,Olive oil,566000,"{""type"":""Polygon"",""coordinates"":[[[17.158267,41.095439],[17.161164,41.095439],[17.161164,41.097788],[17.158267,41.097788],[17.158267,41.095439]]]}",,Puglia,IT,mixed
Terra Creta - Jaen Olive oil Plot 033,38.334334,-3.578571,Olive oil,1218000,,1.75,Jaen,ES,mixed
Borges - Jaen Olive oil Plot 034,37.854548,-3.669856,Olive oil,514000,,2.63,Jaen,ES,irrigated
Sovena - Alentejo Olive oil Plot 035,38.204088,-8.057145,Olive oil,532000,,1.56,Alentejo,PT,irrigated
Terra Creta - Sfax Olive oil Plot 036,35.212036,9.816766,Olive oil,687000,,1.2,Sfax,TN,mixed
Terra Creta - Sfax Olive oil Plot 037,35.849333,10.381742,Olive oil,789000,,2.66,Sfax,TN,mixed
CHO - Alentejo Olive oil Plot 038,38.313686,-7.964659,Olive oil,666000,"{""type"":""Polygon"",""coordinates"":[[[-7.964659,38.313686],[-7.957571,38.313686],[-7.957571,38.319088],[-7.964659,38.319088],[-7.964659,38.313686]]]}",,Alentejo,PT,rain_fed
Borges - Jaen Olive oil Plot 039,38.018839,-3.403445,Olive oil,178000,,3.0,Jaen,ES,rain_fed
Terra Creta - Sfax Olive oil Plot 040,35.483062,10.326139,Olive oil,1034000,,0.81,Sfax,TN,irrigated
Deoleo - Sfax Olive oil Plot 041,34.961224,9.903859,Olive oil,584000,,1.55,Sfax,TN,irrigated
Malteurop - Champagne Barley Plot 001,48.715368,3.860869,Barley,104000,,1.43,Champagne,FR,rain_fed
Soufflet Malt - Bavaria Barley Plot 002,48.282283,11.371172,Barley,299000,,3.39,Bavaria,DE,rain_fed
Soufflet Malt - South Australia Barley Plot 003,-34.861661,138.604657,Barley,390000,"{""type"":""Polygon"",""coordinates"":[[[138.604657,-34.861661],[138.614514,-34.861661],[138.614514,-34.855763],[138.604657,-34.855763],[138.604657,-34.861661]]]}",,South Australia,AU,rain_fed
Malteurop - East Anglia Barley Plot 004,52.237404,0.985069,Barley,624000,,2.93,East Anglia,GB,rain_fed
Viterra - Bavaria Barley Plot 005,48.311608,11.601761,Barley,113000,,0.64,Bavaria,DE,rain_fed
Boortmalt - South Australia Barley Plot 006,-34.385818,139.041748,Barley,509000,,0.41,South Australia,AU,rain_fed
GrainCorp Malt - South Australia Barley Plot 007,-34.257461,138.421147,Barley,333000,,0.95,South Australia,AU,rain_fed
Malteurop - South Australia Barley Plot 008,-34.479275,137.956663,Barley,674000,,1.9,South Australia,AU,rain_fed
Boortmalt - South Australia Barley Plot 009,-34.117644,138.696723,Barley,1057000,"{""type"":""Polygon"",""coordinates"":[[[138.696723,-34.117644],[138.703933,-34.117644],[138.703933,-34.109964],[138.696723,-34.109964],[138.696723,-34.117644]]]}",,South Australia,AU,rain_fed
Malteurop - Alberta Barley Plot 010,52.756658,-113.735475,Barley,878000,,1.0,Alberta,CA,rain_fed
Boortmalt - East Anglia Barley Plot 011,52.313001,1.019887,Barley,211000,,2.57,East Anglia,GB,rain_fed
Boortmalt - South Australia Barley Plot 012,-34.142123,138.653293,Barley,459000,,3.02,South Australia,AU,rain_fed
Viterra - Champagne Barley Plot 013,49.208029,3.961812,Barley,453000,,1.47,Champagne,FR,rain_fed
Boortmalt - Bavaria Barley Plot 014,48.5638,11.327229,Barley,97000,,3.68,Bavaria,DE,rain_fed
Boortmalt - South Australia Barley Plot 015,-34.053644,138.212316,Barley,630000,"{""type"":""Polygon"",""coordinates"":[[[138.212316,-34.053644],[138.215781,-34.053644],[138.215781,-34.051057],[138.212316,-34.051057],[138.212316,-34.053644]]]}",,South Australia,AU,rain_fed
Soufflet Malt - South Australia Barley Plot 016,-34.404905,138.761298,Barley,433000,,2.75,South Australia,AU,rain_fed
Soufflet Malt - South Australia Barley Plot 017,-33.965719,138.642229,Barley,723000,,2.88,South Australia,AU,rain_fed
Boortmalt - South Australia Barley Plot 018,-34.350679,138.561714,Barley,919000,,2.28,South Australia,AU,rain_fed
Soufflet Malt - Alberta Barley Plot 019,51.952684,-113.030366,Barley,86000,,1.63,Alberta,CA,rain_fed
GrainCorp Malt - Bavaria Barley Plot 020,48.618844,11.394487,Barley,592000,,0.71,Bavaria,DE,rain_fed
Boortmalt - Bavaria Barley Plot 021,48.527745,11.650676,Barley,519000,"{""type"":""Polygon"",""coordinates"":[[[11.650676,48.527745],[11.659572,48.527745],[11.659572,48.533439],[11.650676,48.533439],[11.650676,48.527745]]]}",,Bavaria,DE,rain_fed
GrainCorp Malt - East Anglia Barley Plot 022,52.52013,1.398044,Barley,1027000,,2.16,East Anglia,GB,rain_fed
Viterra - Alberta Barley Plot 023,52.72653,-113.048879,Barley,348000,,1.56,Alberta,CA,rain_fed
Boortmalt - Champagne Barley Plot 024,49.028523,3.977945,Barley,375000,,1.94,Champagne,FR,mixed
Soufflet Malt - Champagne Barley Plot 025,49.210394,3.926771,Barley,896000,,3.65,Champagne,FR,rain_fed
Soufflet Malt - South Australia Barley Plot 026,-34.06469,138.684238,Barley,726000,,2.85,South Australia,AU,rain_fed
Boortmalt - Champagne Barley Plot 027,48.435686,4.450549,Barley,432000,"{""type"":""Polygon"",""coordinates"":[[[4.450549,48.435686],[4.461145,48.435686],[4.461145,48.441145],[4.450549,48.441145],[4.450549,48.435686]]]}",,Champagne,FR,rain_fed
Viterra - South Australia Barley Plot 028,-34.220101,138.309313,Barley,576000,,2.5,South Australia,AU,rain_fed
Boortmalt - Bavaria Barley Plot 029,48.785259,11.952278,Barley,547000,,1.41,Bavaria,DE,rain_fed
Soufflet Malt - Champagne Barley Plot 030,48.764491,4.424745,Barley,585000,,2.16,Champagne,FR,rain_fed
Viterra - Alberta Barley Plot 031,52.320899,-113.302224,Barley,142000,,3.7,Alberta,CA,rain_fed
Malteurop - Bavaria Barley Plot 032,49.345812,11.906262,Barley,764000,,0.37,Bavaria,DE,rain_fed
Soufflet Malt - Champagne Barley Plot 033,49.260622,3.752669,Barley,772000,"{""type"":""Polygon"",""coordinates"":[[[3.752669,49.260622],[3.757136,49.260622],[3.757136,49.26428],[3.752669,49.26428],[3.752669,49.260622]]]}",,Champagne,FR,rain_fed
Viterra - East Anglia Barley Plot 034,52.182951,1.267929,Barley,708000,,1.48,East Anglia,GB,rain_fed
Boortmalt - Alberta Barley Plot 035,53.023562,-113.899993,Barley,375000,,3.6,Alberta,CA,rain_fed
Barilla Grani - North Dakota Durum wheat Plot 001,47.791747,-99.4574,Durum wheat,135000,,3.4,North Dakota,US,rain_fed
ADM Durum - Saskatchewan Durum wheat Plot 002,50.403425,-107.561834,Durum wheat,558000,,1.91,Saskatchewan,CA,rain_fed
ADM Durum - Chaouia Durum wheat Plot 003,32.711142,-7.626933,Durum wheat,999000,,2.76,Chaouia,MA,rain_fed
De Cecco - Saskatchewan Durum wheat Plot 004,50.443093,-107.828669,Durum wheat,896000,"{""type"":""Polygon"",""coordinates"":[[[-107.828669,50.443093],[-107.820702,50.443093],[-107.820702,50.448874],[-107.828669,50.448874],[-107.828669,50.443093]]]}",,Saskatchewan,CA,rain_fed
Semouleries - Saskatchewan Durum wheat Plot 005,50.709179,-107.75729,Durum wheat,692000,,1.12,Saskatchewan,CA,rain_fed
Semouleries - North Dakota Durum wheat Plot 006,47.840787,-99.780021,Durum wheat,662000,,2.3,North Dakota,US,rain_fed
Semouleries - North Dakota Durum wheat Plot 007,47.050059,-99.852315,Durum wheat,454000,,2.15,North Dakota,US,rain_fed
Barilla Grani - Foggia Durum wheat Plot 008,41.424407,15.352863,Durum wheat,837000,,0.91,Foggia,IT,rain_fed
Semouleries - Chaouia Durum wheat Plot 009,32.452781,-7.388665,Durum wheat,1120000,,2.34,Chaouia,MA,rain_fed
De Cecco - Foggia Durum wheat Plot 010,41.427514,15.397764,Durum wheat,950000,"{""type"":""Polygon"",""coordinates"":[[[15.397764,41.427514],[15.400101,41.427514],[15.400101,41.429949],[15.397764,41.429949],[15.397764,41.427514]]]}",,Foggia,IT,rain_fed
De Cecco - Saskatchewan Durum wheat Plot 011,50.031115,-107.931497,Durum wheat,549000,,2.82,Saskatchewan,CA,rain_fed
De Cecco - Saskatchewan Durum wheat Plot 012,50.225273,-107.060015,Durum wheat,345000,,3.38,Saskatchewan,CA,mixed
ADM Durum - North Dakota Durum wheat Plot 013,47.530554,-100.227718,Durum wheat,494000,,3.4,North Dakota,US,rain_fed
De Cecco - North Dakota Durum wheat Plot 014,48.00737,-100.346782,Durum wheat,1185000,,0.72,North Dakota,US,rain_fed
Semouleries - Foggia Durum wheat Plot 015,41.465001,15.844807,Durum wheat,634000,,0.75,Foggia,IT,rain_fed
De Cecco - North Dakota Durum wheat Plot 016,47.831124,-100.031252,Durum wheat,1018000,"{""type"":""Polygon"",""coordinates"":[[[-100.031252,47.831124],[-100.020125,47.831124],[-100.020125,47.837458],[-100.031252,47.837458],[-100.031252,47.831124]]]}",,North Dakota,US,rain_fed
De Cecco - Konya Durum wheat Plot 017,37.706835,34.893484,Durum wheat,605000,,2.31,Konya,TR,rain_fed
De Cecco - Chaouia Durum wheat Plot 018,33.321814,-7.672701,Durum wheat,737000,,1.28,Chaouia,MA,rain_fed
De Cecco - Chaouia Durum wheat Plot 019,33.337346,-7.04198,Durum wheat,113000,,2.98,Chaouia,MA,rain_fed
Panzani - North Dakota Durum wheat Plot 020,47.951181,-99.505186,Durum wheat,137000,,1.22,North Dakota,US,mixed
ADM Durum - Saskatchewan Durum wheat Plot 021,50.96261,-107.052205,Durum wheat,976000,,3.24,Saskatchewan,CA,mixed
De Cecco - Chaouia Durum wheat Plot 022,32.917077,-7.827408,Durum wheat,415000,"{""type"":""Polygon"",""coordinates"":[[[-7.827408,32.917077],[-7.819681,32.917077],[-7.819681,32.922439],[-7.827408,32.922439],[-7.827408,32.917077]]]}",,Chaouia,MA,rain_fed
De Cecco - North Dakota Durum wheat Plot 023,47.636289,-99.773873,Durum wheat,465000,,0.57,North Dakota,US,rain_fed
Panzani - Konya Durum wheat Plot 024,37.101591,34.925713,Durum wheat,1162000,,2.32,Konya,TR,rain_fed
Semouleries - Konya Durum wheat Plot 025,37.977613,34.955261,Durum wheat,889000,,0.88,Konya,TR,rain_fed
De Cecco - Konya Durum wheat Plot 026,37.229167,35.275443,Durum wheat,1126000,,3.13,Konya,TR,rain_fed
De Cecco - Chaouia Durum wheat Plot 027,33.443164,-7.512793,Durum wheat,452000,,1.47,Chaouia,MA,mixed
Barilla Grani - Foggia Durum wheat Plot 028,41.33692,15.713546,Durum wheat,876000,"{""type"":""Polygon"",""coordinates"":[[[15.713546,41.33692],[15.722108,41.33692],[15.722108,41.342992],[15.713546,41.342992],[15.713546,41.33692]]]}",,Foggia,IT,rain_fed
Panzani - Saskatchewan Durum wheat Plot 029,50.720047,-107.317807,Durum wheat,466000,,0.33,Saskatchewan,CA,rain_fed
Semouleries - Saskatchewan Durum wheat Plot 030,50.747037,-107.125924,Durum wheat,547000,,2.19,Saskatchewan,CA,mixed
Castel - Rioja Wine grapes Plot 001,42.224347,-2.114844,Wine grapes,248000,,0.87,Rioja,ES,rain_fed
Pernod Ricard Vin - Barossa Wine grapes Plot 002,-34.208941,138.590747,Wine grapes,469000,,1.98,Barossa,AU,rain_fed
Treasury Estates - Rioja Wine grapes Plot 003,42.467507,-2.65165,Wine grapes,200000,,2.83,Rioja,ES,irrigated
Concha y Toro - Tuscany Wine grapes Plot 004,43.155132,11.735245,Wine grapes,538000,"{""type"":""Polygon"",""coordinates"":[[[11.735245,43.155132],[11.740911,43.155132],[11.740911,43.159367],[11.735245,43.159367],[11.735245,43.155132]]]}",,Tuscany,IT,rain_fed
Treasury Estates - Tuscany Wine grapes Plot 005,43.054831,11.727907,Wine grapes,1839000,,1.38,Tuscany,IT,mixed
Treasury Estates - Napa Wine grapes Plot 006,38.564738,-122.220889,Wine grapes,482000,,2.16,Napa,US,irrigated
Treasury Estates - Rioja Wine grapes Plot 007,42.339244,-2.269124,Wine grapes,1581000,,3.83,Rioja,ES,irrigated
Concha y Toro - Barossa Wine grapes Plot 008,-33.986114,138.931068,Wine grapes,1373000,,0.92,Barossa,AU,irrigated
Castel - Napa Wine grapes Plot 009,38.261826,-121.902209,Wine grapes,685000,,2.76,Napa,US,irrigated
Concha y Toro - Bordeaux Wine grapes Plot 010,44.354607,-0.998276,Wine grapes,1964000,"{""type"":""Polygon"",""coordinates"":[[[-0.998276,44.354607],[-0.992079,44.354607],[-0.992079,44.359344],[-0.998276,44.359344],[-0.998276,44.354607]]]}",,Bordeaux,FR,mixed
E&J Gallo Sourcing - Napa Wine grapes Plot 011,38.529277,-122.343978,Wine grapes,673000,,2.93,Napa,US,irrigated
Pernod Ricard Vin - Rioja Wine grapes Plot 012,41.97521,-2.332373,Wine grapes,450000,,2.69,Rioja,ES,rain_fed
Concha y Toro - Napa Wine grapes Plot 013,38.205052,-121.861205,Wine grapes,1887000,,2.9,Napa,US,rain_fed
Treasury Estates - Bordeaux Wine grapes Plot 014,44.626887,-0.196924,Wine grapes,1619000,,3.16,Bordeaux,FR,mixed
Castel - Tuscany Wine grapes Plot 015,43.265889,11.651187,Wine grapes,1265000,,0.4,Tuscany,IT,mixed
Treasury Estates - Rioja Wine grapes Plot 016,42.35408,-1.972165,Wine grapes,1058000,"{""type"":""Polygon"",""coordinates"":[[[-1.972165,42.35408],[-1.964187,42.35408],[-1.964187,42.361396],[-1.972165,42.361396],[-1.972165,42.35408]]]}",,Rioja,ES,rain_fed
Treasury Estates - Barossa Wine grapes Plot 017,-34.909767,139.215528,Wine grapes,683000,,2.14,Barossa,AU,mixed
Castel - Tuscany Wine grapes Plot 018,43.692443,11.551555,Wine grapes,373000,,1.74,Tuscany,IT,rain_fed
E&J Gallo Sourcing - Rioja Wine grapes Plot 019,42.102435,-1.955865,Wine grapes,414000,,0.57,Rioja,ES,rain_fed
E&J Gallo Sourcing - Tuscany Wine grapes Plot 020,43.460603,10.793067,Wine grapes,674000,,2.4,Tuscany,IT,rain_fed
E&J Gallo Sourcing - Tuscany Wine grapes Plot 021,43.508925,11.276267,Wine grapes,1376000,,3.78,Tuscany,IT,irrigated
E&J Gallo Sourcing - Barossa Wine grapes Plot 022,-34.744782,139.126026,Wine grapes,1660000,"{""type"":""Polygon"",""coordinates"":[[[139.126026,-34.744782],[139.13354,-34.744782],[139.13354,-34.739774],[139.126026,-34.739774],[139.126026,-34.744782]]]}",,Barossa,AU,rain_fed
Treasury Estates - Barossa Wine grapes Plot 023,-34.046926,139.437268,Wine grapes,647000,,1.47,Barossa,AU,mixed
Treasury Estates - Napa Wine grapes Plot 024,38.766253,-122.837184,Wine grapes,222000,,1.11,Napa,US,rain_fed
Pernod Ricard Vin - Maipo Wine grapes Plot 025,-33.785398,-70.263407,Wine grapes,383000,,0.82,Maipo,CL,irrigated
E&J Gallo Sourcing - Rioja Wine grapes Plot 026,42.391412,-2.159839,Wine grapes,140000,,1.02,Rioja,ES,rain_fed
E&J Gallo Sourcing - Bordeaux Wine grapes Plot 027,44.846973,-0.856801,Wine grapes,528000,,2.3,Bordeaux,FR,mixed
Pernod Ricard Vin - Barossa Wine grapes Plot 028,-34.468635,139.42155,Wine grapes,959000,"{""type"":""Polygon"",""coordinates"":[[[139.42155,-34.468635],[139.428365,-34.468635],[139.428365,-34.463732],[139.42155,-34.463732],[139.42155,-34.468635]]]}",,Barossa,AU,mixed
Treasury Estates - Barossa Wine grapes Plot 029,-34.393881,138.367339,Wine grapes,510000,,2.39,Barossa,AU,rain_fed
Treasury Estates - Rioja Wine grapes Plot 030,42.176273,-2.651667,Wine grapes,1834000,,1.53,Rioja,ES,mixed
Riceland - Punjab Rice Plot 001,30.569482,75.542132,Rice,244000,,0.95,Punjab,IN,irrigated
Riceland - Suphan Buri Rice Plot 002,15.404451,100.72706,Rice,1396000,,0.32,Suphan Buri,TH,mixed
Riceland - Suphan Buri Rice Plot 003,15.523017,100.44853,Rice,474000,,2.69,Suphan Buri,TH,irrigated
Olam Rice - Suphan Buri Rice Plot 004,15.511476,100.904381,Rice,333000,"{""type"":""Polygon"",""coordinates"":[[[100.904381,15.511476],[100.910651,15.511476],[100.910651,15.518455],[100.904381,15.518455],[100.904381,15.511476]]]}",,Suphan Buri,TH,irrigated
Riceland - Suphan Buri Rice Plot 005,15.652043,100.743792,Rice,1001000,,2.83,Suphan Buri,TH,irrigated
LT Foods - Punjab Rice Plot 006,30.163276,75.266055,Rice,330000,,2.07,Punjab,IN,irrigated
Ebro Foods - Arkansas Rice Plot 007,35.177556,-91.153804,Rice,1416000,,3.82,Arkansas,US,mixed
Riceland - Vercelli Rice Plot 008,44.836184,8.697667,Rice,1243000,,0.95,Vercelli,IT,irrigated
Olam Rice - Vercelli Rice Plot 009,45.44522,8.294842,Rice,182000,,1.15,Vercelli,IT,irrigated
LT Foods - Arkansas Rice Plot 010,34.347107,-91.993546,Rice,1336000,"{""type"":""Polygon"",""coordinates"":[[[-91.993546,34.347107],[-91.985764,34.347107],[-91.985764,34.354193],[-91.993546,34.354193],[-91.993546,34.347107]]]}",,Arkansas,US,irrigated
Riceland - Mekong Delta Rice Plot 011,9.772115,106.028881,Rice,822000,,2.07,Mekong Delta,VN,irrigated
Olam Rice - Mekong Delta Rice Plot 012,9.842472,105.204321,Rice,1020000,,2.61,Mekong Delta,VN,irrigated
Riceland - Arkansas Rice Plot 013,35.105888,-91.96197,Rice,786000,,2.24,Arkansas,US,irrigated
Riceland - Vercelli Rice Plot 014,45.538994,8.617327,Rice,417000,,1.1,Vercelli,IT,irrigated
LT Foods - Vercelli Rice Plot 015,45.729012,7.940428,Rice,772000,,1.15,Vercelli,IT,irrigated
Riceland - Vercelli Rice Plot 016,45.174646,8.63372,Rice,402000,"{""type"":""Polygon"",""coordinates"":[[[8.63372,45.174646],[8.641914,45.174646],[8.641914,45.180213],[8.63372,45.180213],[8.63372,45.174646]]]}",,Vercelli,IT,mixed
Riceland - Arkansas Rice Plot 017,34.443818,-92.023789,Rice,1454000,,2.05,Arkansas,US,irrigated
Olam Rice - Punjab Rice Plot 018,30.903915,75.43973,Rice,1225000,,2.87,Punjab,IN,irrigated
LT Foods - Arkansas Rice Plot 019,34.19741,-91.468277,Rice,215000,,1.87,Arkansas,US,irrigated
Ebro Foods - Suphan Buri Rice Plot 020,15.601404,100.973657,Rice,381000,,3.65,Suphan Buri,TH,irrigated
Riceland - Suphan Buri Rice Plot 021,15.621677,100.804303,Rice,921000,,2.38,Suphan Buri,TH,irrigated
Riceland - Suphan Buri Rice Plot 022,15.806096,100.558708,Rice,1215000,,2.49,Suphan Buri,TH,irrigated
Riceland - Mekong Delta Rice Plot 023,10.22078,105.164225,Rice,937000,,0.9,Mekong Delta,VN,irrigated
Olam Rice - Mekong Delta Rice Plot 024,10.041831,105.849526,Rice,79000,,3.71,Mekong Delta,VN,irrigated
LT Foods - Mekong Delta Rice Plot 025,10.410857,105.652767,Rice,175000,,2.75,Mekong Delta,VN,irrigated
Olam Rice - Punjab Rice Plot 026,30.812632,75.482229,Rice,542000,,2.46,Punjab,IN,irrigated
Olam Rice - Vercelli Rice Plot 027,45.531462,8.418938,Rice,765000,,2.38,Vercelli,IT,mixed
Riceland - Arkansas Rice Plot 028,34.883138,-91.100382,Rice,169000,,0.78,Arkansas,US,irrigated
LDC Rice - Arkansas Rice Plot 029,35.206069,-91.932017,Rice,1413000,,3.15,Arkansas,US,irrigated
LDC Rice - Suphan Buri Rice Plot 030,15.013497,100.914572,Rice,667000,,1.79,Suphan Buri,TH,irrigated
LDC Rice - Punjab Rice Plot 031,30.918955,75.918888,Rice,1054000,,1.27,Punjab,IN,irrigated
LDC Rice - Punjab Rice Plot 032,30.729524,75.409085,Rice,1308000,,2.25,Punjab,IN,irrigated
LDC Rice - Punjab Rice Plot 033,30.798571,75.833217,Rice,1297000,,0.5,Punjab,IN,irrigated
Ebro Foods - Suphan Buri Rice Plot 034,15.80366,100.669807,Rice,1042000,,3.56,Suphan Buri,TH,irrigated
Riceland - Mekong Delta Rice Plot 035,10.289448,105.476144,Rice,971000,,1.7,Mekong Delta,VN,irrigated
Riceland - Vercelli Rice Plot 036,45.416591,8.258234,Rice,672000,,1.94,Vercelli,IT,irrigated
Ebro Foods - Vercelli Rice Plot 037,45.355659,8.71089,Rice,728000,,1.7,Vercelli,IT,irrigated
LT Foods - Mekong Delta Rice Plot 038,10.283547,105.258917,Rice,735000,,1.21,Mekong Delta,VN,irrigated
Riceland - Vercelli Rice Plot 039,45.237621,7.900836,Rice,1486000,,0.35,Vercelli,IT,irrigated
LDC Rice - Punjab Rice Plot 040,30.053164,75.104107,Rice,551000,,0.49,Punjab,IN,irrigated
LT Foods - Punjab Rice Plot 041,30.411391,75.808392,Rice,878000,,2.18,Punjab,IN,irrigated
Borges - Sunraysia Almonds Plot 001,-33.704556,141.863025,Almonds,960000,,1.19,Sunraysia,AU,mixed
Blue Diamond - Sunraysia Almonds Plot 002,-33.697914,142.055133,Almonds,1918000,,3.79,Sunraysia,AU,irrigated
Olam Almonds - Sunraysia Almonds Plot 003,-33.73952,142.53596,Almonds,705000,,3.36,Sunraysia,AU,irrigated
Olam Almonds - Central Valley Almonds Plot 004,37.000583,-119.46522,Almonds,1758000,,0.68,Central Valley,US,irrigated
Olam Almonds - Central Valley Almonds Plot 005,36.969266,-119.982093,Almonds,607000,,3.68,Central Valley,US,irrigated
Olam Almonds - Central Valley Almonds Plot 006,36.032078,-119.768885,Almonds,1815000,,1.11,Central Valley,US,irrigated
