Plot ID,Supplier / plot name,Commodity,Annual sourcing spend,Contract end,Origin country,Latitude,Longitude
PLOT-00687,LDC - Iowa Maize Plot 057,Maize,594000.00,2027-12-31,US,42.325598,-94.009773
PLOT-00688,Cargill - Nouvelle-Aquitaine Sunflower Plot 033,Sunflower,382000.00,2031-12-31,FR,45.642954,0.696631
PLOT-00689,ECOM - Minas Gerais Coffee Plot 041,Coffee,717000.00,2032-12-31,BR,-20.622640,-45.016665
PLOT-00690,Semouleries - Saskatchewan Durum wheat Plot 030,Durum wheat,547000.00,2027-12-31,CA,50.747037,-107.125924
PLOT-00691,Neumann Kaffee - Sidama Coffee Plot 059,Coffee,313000.00,2028-12-31,ET,6.206606,38.255007
PLOT-00692,Olam Rice - Vercelli Rice Plot 009,Rice,182000.00,2029-12-31,IT,45.445220,8.294842
PLOT-00693,Viterra - Saskatchewan Wheat Plot 006,Wheat,2082000.00,2032-12-31,CA,50.532685,-106.046984
PLOT-00694,Mitr Phol - Uttar Pradesh Cane sugar Plot 045,Cane sugar,2198000.00,2029-12-31,IN,28.001075,79.907404
PLOT-00695,Bunge - Aquitaine Maize Plot 037,Maize,1572000.00,2031-12-31,FR,44.078674,-0.464660
PLOT-00696,LDC - Nouvelle-Aquitaine Sunflower Plot 040,Sunflower,1062000.00,2027-12-31,FR,,
PLOT-00697,Sovena - Alentejo Olive oil Plot 035,Olive oil,532000.00,2030-12-31,PT,38.204088,-8.057145
PLOT-00698,Pernod Ricard Vin - Maipo Wine grapes Plot 025,Wine grapes,383000.00,2028-12-31,CL,-33.785398,-70.263407
PLOT-00699,GrainCorp - Saskatchewan Wheat Plot 017,Wheat,1117000.00,2032-12-31,CA,50.855295,-105.607469
PLOT-00700,Terra Creta - Sfax Olive oil Plot 021,Olive oil,501000.00,2028-12-31,TN,35.152231,10.203734
PLOT-00701,Cargill Grains - Santa Fe Soybean Plot 054,Soybean,230000.00,2031-12-31,AR,-30.219113,-61.377748
PLOT-00702,Indian River - Valencia Citrus Plot 002,Citrus,1334000.00,2031-12-31,ES,39.366402,-0.564571
PLOT-00703,Sovena - Alentejo Olive oil Plot 024,Olive oil,1149000.00,2028-12-31,PT,38.086919,-7.558238
PLOT-00704,LDC - Iowa Maize Plot 048,Maize,1578000.00,2027-12-31,US,41.762195,-93.589490
PLOT-00705,Deoleo - Jaen Olive oil Plot 001,Olive oil,748000.00,2028-12-31,ES,38.070301,-3.923498
PLOT-00706,Deoleo - Puglia Olive oil Plot 019,Olive oil,678000.00,2032-12-31,IT,41.334880,16.863716
PLOT-00707,Neumann Kaffee - Sao Paulo Coffee Plot 047,Coffee,256000.00,2029-12-31,BR,-22.537440,-46.505460
PLOT-00708,COFCO - Cordoba Soybean Plot 071,Soybean,1278000.00,2032-12-31,AR,-31.166543,-63.049670
PLOT-00709,Wilmar Sugar - Sao Paulo Cane sugar Plot 005,Cane sugar,2070000.00,2027-12-31,BR,-21.792144,-48.655499
PLOT-00710,Deoleo - Puglia Olive oil Plot 022,Olive oil,77000.00,2028-12-31,IT,40.645186,17.454675
PLOT-00711,Citrosuco - Nile Delta Citrus Plot 014,Citrus,1034000.00,2029-12-31,EG,30.049393,30.649298
PLOT-00712,Viterra - Wheatbelt Wheat Plot 021,Wheat,1318000.00,2031-12-31,AU,-31.830985,117.309006
PLOT-00713,Neumann Kaffee - Huila Coffee Plot 062,Coffee,1171000.00,2030-12-31,CO,2.643426,-75.236546
PLOT-00714,LDC Rice - Punjab Rice Plot 032,Rice,1308000.00,2032-12-31,IN,30.729524,75.409085
PLOT-00715,Treasury Estates - Tuscany Wine grapes Plot 005,Wine grapes,1839000.00,2031-12-31,IT,43.054831,11.727907
PLOT-00716,ADM - Aquitaine Maize Plot 036,Maize,1823000.00,2031-12-31,FR,44.329474,0.136739
PLOT-00717,Cemoi - San-Pedro Cocoa Plot 012,Cocoa,41000.00,2029-12-31,CI,4.930582,-6.467876
PLOT-00718,Nordzucker - Minnesota Sugar beet Plot 015,Sugar beet,373000.00,2028-12-31,US,47.520324,-96.272827
PLOT-00719,Bunge - Buenos Aires Maize Plot 052,Maize,2009000.00,2032-12-31,AR,-33.376845,-61.712570
PLOT-00720,Bunge - Nouvelle-Aquitaine Sunflower Plot 041,Sunflower,1102000.00,2030-12-31,FR,45.884844,0.186115
PLOT-00721,AMC Group - Mpumalanga Citrus Plot 034,Citrus,1438000.00,2027-12-31,ZA,-24.455784,31.081357
PLOT-00722,Indian River - Valencia Citrus Plot 006,Citrus,1019000.00,2031-12-31,ES,39.042501,-0.368959
PLOT-00723,LDC - Buenos Aires Maize Plot 005,Maize,1616000.00,2029-12-31,AR,-32.722632,-61.631359
PLOT-00724,LDC Coffee - Dak Lak Coffee Plot 035,Coffee,849000.00,2031-12-31,VN,12.993669,108.329648
PLOT-00725,Sovena - Peloponnese Olive oil Plot 010,Olive oil,370000.00,2031-12-31,GR,37.678909,21.509614
PLOT-00726,Treasury Estates - Barossa Wine grapes Plot 017,Wine grapes,683000.00,2030-12-31,AU,-34.909767,139.215528
PLOT-00727,Mitr Phol - Sao Paulo Cane sugar Plot 028,Cane sugar,1748000.00,2028-12-31,BR,-22.041826,-48.623826
PLOT-00728,LDC - Frontier Maize Lot,Maize,230000.00,2028-12-31,XX,41.010000,-99.010000
PLOT-00729,Bunge - Aquitaine Maize Plot 058,Maize,530000.00,2030-12-31,FR,43.781847,0.448943
PLOT-00730,Raizen - Maharashtra Cane sugar Plot 058,Cane sugar,2221000.00,2028-12-31,IN,19.207698,74.774344
PLOT-00731,Mitr Phol - Nakhon Ratchasima Cane sugar Plot 061,Cane sugar,1840000.00,2029-12-31,TH,15.217048,102.144406
PLOT-00732,EID Parry - Queensland Cane sugar Plot 021,Cane sugar,1501000.00,2030-12-31,AU,,
PLOT-00733,Olam Cocoa - Ondo Cocoa Plot 009,Cocoa,137000.00,2028-12-31,NG,,
PLOT-00734,ADM Milling - Saskatchewan Wheat Plot 016,Wheat,932000.00,2031-12-31,CA,51.448443,-106.486440
PLOT-00735,Cargill Cocoa - Ondo Cocoa Plot 024,Cocoa,110000.00,2028-12-31,NG,6.847585,5.330573
PLOT-00736,Barry Callebaut - Western Cocoa Plot 086,Cocoa,696000.00,2029-12-31,GH,5.365833,-2.754174
PLOT-00737,Cemoi - Ashanti Cocoa Plot 033,Cocoa,447000.00,2032-12-31,GH,6.440491,-1.739604
PLOT-00738,Neumann Kaffee - Minas Gerais Coffee Plot 063,Coffee,225000.00,2032-12-31,BR,-20.747999,-45.233196
PLOT-00739,CHO - Alentejo Olive oil Plot 017,Olive oil,591000.00,2030-12-31,PT,38.268783,-7.981239
PLOT-00740,GrainCorp - Beauce Wheat Plot 030,Wheat,1287000.00,2031-12-31,FR,48.466324,1.543159
PLOT-00741,LDC - La Pampa Sunflower Plot 048,Sunflower,442000.00,2030-12-31,AR,-36.403996,-63.829852
PLOT-00742,Bunge - Santa Fe Soybean Plot 044,Soybean,1180000.00,2028-12-31,AR,-30.224274,-60.378730
PLOT-00743,Semouleries - North Dakota Durum wheat Plot 007,Durum wheat,454000.00,2028-12-31,US,47.050059,-99.852315
PLOT-00744,Cargill Grains - Santa Fe Soybean Plot 038,Soybean,380000.00,2032-12-31,AR,-30.625376,-60.653083
PLOT-00745,LDC Coffee - Dak Lak Coffee Plot 036,Coffee,151000.00,2027-12-31,VN,,
PLOT-00746,LDC Coffee - Minas Gerais Coffee Plot 010,Coffee,142000.00,2029-12-31,BR,-20.879824,-44.483280
PLOT-00747,Borges - Granada Almonds Plot 022,Almonds,1662000.00,2032-12-31,ES,36.790214,-3.016234
PLOT-00748,GrainCorp - Beauce Wheat Plot 028,Wheat,874000.00,2029-12-31,FR,48.200993,2.053635
PLOT-00749,Sucafina - Comayagua Coffee Plot 024,Coffee,369000.00,2029-12-31,HN,14.134199,-87.637168
PLOT-00750,Barry Callebaut - Centre Cocoa Plot 020,Cocoa,248000.00,2030-12-31,CM,4.536039,11.351310
PLOT-00751,Viterra - Kansas Wheat Plot 020,Wheat,923000.00,2032-12-31,US,38.005638,-98.190508
PLOT-00752,Sucafina - Antioquia Coffee Plot 030,Coffee,1033000.00,2027-12-31,CO,6.264048,-75.178369
PLOT-00753,Volcafe - Dak Lak Coffee Plot 046,Coffee,376000.00,2029-12-31,VN,12.374743,108.443755
PLOT-00754,Cemoi - Ashanti Cocoa Plot 043,Cocoa,375000.00,2028-12-31,GH,6.330740,-1.876453
PLOT-00755,Soufflet - Wheatbelt Wheat Plot 011,Wheat,951000.00,2032-12-31,AU,-31.796145,117.425847
PLOT-00756,Bunge - Nebraska Maize Plot 028,Maize,366000.00,2030-12-31,US,41.356296,-99.049774
PLOT-00757,ADM - Cherkasy Maize Plot 003,Maize,2358000.00,2028-12-31,UA,49.573524,31.560360
PLOT-00758,Bunge - Iowa Maize Plot 020,Maize,1591000.00,2027-12-31,US,41.973543,-93.872487
PLOT-00759,Cutrale - Sao Paulo Citrus Plot 022,Citrus,1258000.00,2029-12-31,BR,-20.936910,-48.082610
PLOT-00760,British Sugar - Picardy Sugar beet Plot 003,Sugar beet,440000.00,2027-12-31,FR,49.546219,3.122601
PLOT-00761,Sovena - Peloponnese Olive oil Plot 006,Olive oil,1022000.00,2030-12-31,GR,37.148143,22.275759
PLOT-00762,COFCO - Mato Grosso Maize Plot 001,Maize,1858000.00,2032-12-31,BR,-13.070502,-55.828046
PLOT-00763,Wilmar Sugar - Nakhon Ratchasima Cane sugar Plot 007,Cane sugar,492000.00,2029-12-31,TH,15.021776,102.242324
PLOT-00764,E&J Gallo Sourcing - Bordeaux Wine grapes Plot 027,Wine grapes,528000.00,2029-12-31,FR,44.846973,-0.856801
PLOT-00765,CHO - Sfax Olive oil Plot 002,Olive oil,534000.00,2032-12-31,TN,34.970890,9.648713
PLOT-00766,Barry Callebaut - Ondo Cocoa Plot 056,Cocoa,121000.00,2029-12-31,NG,,
PLOT-00767,Cutrale - Nile Delta Citrus Plot 001,Citrus,610000.00,2029-12-31,EG,30.038998,30.565782
PLOT-00768,Cargill - Kirovohrad Sunflower Plot 021,Sunflower,1307000.00,2029-12-31,UA,48.727318,32.235800
PLOT-00769,Boortmalt - South Australia Barley Plot 012,Barley,459000.00,2032-12-31,AU,,
PLOT-00770,LDC Coffee - Huila Coffee Plot 028,Coffee,1020000.00,2032-12-31,CO,2.769559,-75.398980
PLOT-00771,Barry Callebaut - Ondo Cocoa Plot 065,Cocoa,542000.00,2030-12-31,NG,7.013287,5.604268
PLOT-00772,Barry Callebaut - Ondo Cocoa Plot 053,Cocoa,47000.00,2028-12-31,NG,6.785960,4.636676
PLOT-00773,Amaggi - Parana Soybean Plot 073,Soybean,3281000.00,2028-12-31,BR,-24.216234,-51.778955
PLOT-00774,EID Parry - Uttar Pradesh Cane sugar Plot 050,Cane sugar,1914000.00,2027-12-31,IN,27.822817,78.982696
PLOT-00775,GrainCorp Malt - Bavaria Barley Plot 020,Barley,592000.00,2032-12-31,DE,48.618844,11.394487
PLOT-00776,Cargill - La Pampa Sunflower Plot 043,Sunflower,438000.00,2029-12-31,AR,-35.988433,-63.874845
PLOT-00777,Boortmalt - Bavaria Barley Plot 014,Barley,97000.00,2028-12-31,DE,48.563800,11.327229
PLOT-00778,Blue Diamond - Sunraysia Almonds Plot 002,Almonds,1918000.00,2031-12-31,AU,-33.697914,142.055133
PLOT-00779,Viterra - Saskatchewan Wheat Plot 029,Wheat,853000.00,2029-12-31,CA,51.048232,-106.537083
PLOT-00780,Volcafe - Comayagua Coffee Plot 072,Coffee,341000.00,2028-12-31,HN,,
PLOT-00781,Copersucar - Sao Paulo Cane sugar Plot 054,Cane sugar,1176000.00,2031-12-31,BR,-21.997182,-48.229983
PLOT-00782,Cemoi - Daloa Cocoa Plot 013,Cocoa,102000.00,2029-12-31,CI,7.027526,-6.604167
PLOT-00783,Indian River - Mpumalanga Citrus Plot 032,Citrus,127000.00,2029-12-31,ZA,-25.182354,31.136807
PLOT-00784,ECOM - Antioquia Coffee Plot 071,Coffee,646000.00,2030-12-31,CO,6.011098,-75.513632
PLOT-00785,Bunge - Kirovohrad Sunflower Plot 046,Sunflower,466000.00,2031-12-31,UA,48.714755,32.124364
PLOT-00786,Cargill Grains - Parana Soybean Plot 078,Soybean,285000.00,2032-12-31,BR,-24.348000,-51.763295
PLOT-00787,COFCO - Mato Grosso Maize Plot 054,Maize,1373000.00,2030-12-31,BR,-13.879863,-54.960226
PLOT-00788,Bunge - Iowa Soybean Plot 059,Soybean,3227000.00,2031-12-31,US,42.391603,-93.474533
PLOT-00789,ADM - Braila Sunflower Plot 023,Sunflower,1306000.00,2028-12-31,RO,,
PLOT-00790,Barry Callebaut - Ondo Cocoa Plot 069,Cocoa,864000.00,2027-12-31,NG,7.262914,5.375511
PLOT-00791,Cargill Grains - Illinois Soybean Plot 002,Soybean,3425000.00,2031-12-31,US,,
PLOT-00792,Deoleo - Puglia Olive oil Plot 030,Olive oil,295000.00,2028-12-31,IT,40.725357,16.484594
PLOT-00793,LDC Coffee - Sidama Coffee Plot 042,Coffee,534000.00,2029-12-31,ET,6.554491,38.266905
PLOT-00794,ADM Milling - Wheatbelt Wheat Plot 066,Wheat,137000.00,2031-12-31,AU,,
PLOT-00795,Cemoi - Ashanti Cocoa Plot 007,Cocoa,770000.00,2029-12-31,GH,6.335089,-2.104342
PLOT-00796,British Sugar - Lower Saxony Sugar beet Plot 014,Sugar beet,1080000.00,2029-12-31,DE,52.572950,9.609650
PLOT-00797,LoBue - Florida Citrus Plot 008,Citrus,666000.00,2028-12-31,US,27.012085,-81.922097
PLOT-00798,Wilmar Sugar - Nakhon Ratchasima Cane sugar Plot 010,Cane sugar,239000.00,2028-12-31,TH,,
PLOT-00799,Kernel - Kirovohrad Sunflower Plot 031,Sunflower,888000.00,2030-12-31,UA,48.387445,32.169413
PLOT-00800,De Cecco - Chaouia Durum wheat Plot 027,Durum wheat,452000.00,2027-12-31,MA,33.443164,-7.512793
PLOT-00801,Raizen - Sao Paulo Cane sugar Plot 047,Cane sugar,536000.00,2032-12-31,BR,-21.797917,-48.246350
PLOT-00802,COFCO - Cordoba Soybean Plot 020,Soybean,1466000.00,2030-12-31,AR,-30.875842,-63.568358
PLOT-00803,Riceland - Arkansas Rice Plot 013,Rice,786000.00,2027-12-31,US,35.105888,-91.961970
PLOT-00804,LT Foods - Vercelli Rice Plot 015,Rice,772000.00,2029-12-31,IT,45.729012,7.940428
PLOT-00805,ADM Milling - Beauce Wheat Plot 035,Wheat,499000.00,2028-12-31,FR,48.185377,1.974548
PLOT-00806,Select Harvests - Central Valley Almonds Plot 025,Almonds,1986000.00,2032-12-31,US,36.243800,-119.952390
PLOT-00807,Neumann Kaffee - Sidama Coffee Plot 067,Coffee,676000.00,2031-12-31,ET,6.981966,38.349759
PLOT-00808,Cargill Grains - Cordoba Soybean Plot 034,Soybean,347000.00,2027-12-31,AR,-30.980463,-62.911754
PLOT-00809,Barry Callebaut - Western Cocoa Plot 004,Cocoa,495000.00,2030-12-31,GH,5.235099,-2.055255
PLOT-00810,Soufflet - Beauce Wheat Plot 071,Wheat,1883000.00,2028-12-31,FR,47.990886,2.089203
PLOT-00811,Riceland - Suphan Buri Rice Plot 021,Rice,921000.00,2031-12-31,TH,15.621677,100.804303
PLOT-00812,Olam Rice - Vercelli Rice Plot 027,Rice,765000.00,2027-12-31,IT,,
PLOT-00813,ADM - Kirovohrad Sunflower Plot 028,Sunflower,387000.00,2032-12-31,UA,48.068966,31.926040
PLOT-00814,Boortmalt - South Australia Barley Plot 015,Barley,630000.00,2032-12-31,AU,-34.052351,138.214049
PLOT-00815,Amaggi - Parana Soybean Plot 046,Soybean,1142000.00,2029-12-31,BR,-24.799229,-51.558326
PLOT-00816,AMC Group - Valencia Citrus Plot 013,Citrus,1528000.00,2030-12-31,ES,39.598595,-0.324041
PLOT-00817,Volcafe - Sao Paulo Coffee Plot 090,Coffee,75000.00,2031-12-31,BR,-21.483357,-47.034181
PLOT-00818,LDC - Mato Grosso Maize Plot 043,Maize,387000.00,2028-12-31,BR,-13.666710,-55.589801
PLOT-00819,Cosun - Minnesota Sugar beet Plot 012,Sugar beet,511000.00,2027-12-31,US,47.435143,-96.079674
PLOT-00820,Olam Cocoa - San-Pedro Cocoa Plot 010,Cocoa,739000.00,2031-12-31,CI,4.920227,-6.942875
PLOT-00821,Terra Creta - Sfax Olive oil Plot 003,Olive oil,832000.00,2031-12-31,TN,35.149564,9.586211
PLOT-00822,Riceland - Mekong Delta Rice Plot 035,Rice,971000.00,2028-12-31,VN,10.289448,105.476144
PLOT-00823,Soufflet - Saskatchewan Wheat Plot 036,Wheat,1634000.00,2032-12-31,CA,51.073013,-105.915084
PLOT-00824,Cargill Grains - Iowa Maize Plot 030,Maize,2357000.00,2030-12-31,US,,
PLOT-00825,Neumann Kaffee - Minas Gerais Coffee Plot 004,Coffee,1121000.00,2029-12-31,BR,-21.119441,-44.720370
PLOT-00826,Bunge - Braila Sunflower Plot 020,Sunflower,1156000.00,2032-12-31,RO,44.794883,27.478645
PLOT-00827,Olam Cocoa - Ondo Cocoa Plot 044,Cocoa,310000.00,2032-12-31,NG,7.262841,5.158027
PLOT-00828,Bunge - Mato Grosso Soybean Plot 012,Soybean,3227000.00,2031-12-31,BR,,
